* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C300FKIT
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\574.eds
* Experiment Name = 2013-06-27 574
* Experiment Run End Time = 2013-06-28 20:23:49 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	MTP
322	hsa-mir-15b-3p	21.945	3	19	N
323	hsa-mir-30a-5p	19.009	3	16	N
324	hsa-mir-206	24.747	3	22	N
325	hsa-mir-4538	23.374	3	20	N
326	hsa-mir-1237-3p	25.177	3	22	N
327	hsa-mir-19b-3p	17.325	3	14	N
328	hsa-mir-142-3p	20.231	3	17	N
329	hsa-mir-30e-5p	19.056	3	16	N
330	hsa-mir-499a-5p	27.244	3	24	N
331	hsa-mir-1307-3p	25.354	3	22	N
332	hsa-mir-500a-5p	27.068	3	24	N
333	hsa-mir-204-5p	26.387	3	23	N
334	hsa-mir-20b-5p	17.539	3	14	N
335	hsa-mir-200c-3p	26.938	3	24	N
336	hsa-mir-190a	28.287	3	25	N
337	hsa-mir-193b-3p	24.318	3	21	N
338	hsa-mir-425-3p	23.491	3	20	N
339	hsa-mir-576-5p	24.582	3	21	N
340	hsa-mir-590-3p	26.748	3	23	N
341	hsa-mir-10b-5p	24.691	3	21	N
342	hsa-mir-96-5p	28.941	3	26	N
343	hsa-mir-1277-3p	29.377	3	26	N
344	hsa-mir-486-5p	14.633	3	12	N
345	hsa-mir-188-5p	23.687	3	20	N
346	hsa-mir-615-5p	27.181	3	24	N
347	hsa-mir-30a-3p	24.277	3	21	N
348	hsa-mir-378i	25.751	3	23	N
349	hsa-mir-93-5p	17.229	3	14	N
350	hsa-mir-154-5p	24.530	3	21	N
351	hsa-mir-425-5p	19.809	3	17	N
352	hsa-mir-362-3p	23.582	3	20	N
353	hsa-mir-92a-3p	15.050	3	12	N
354	hsa-mir-222-3p	20.777	3	17	N
355	hsa-mir-296-5p	25.229	3	22	Y
356	hsa-mir-365a-3p	20.894	3	18	N
357	hsa-mir-551b-3p	26.614	3	24	N
358	hsa-mir-2467-3p	25.829	3	23	Y
359	hsa-mir-2355-3p	29.250	3	26	Y
360	hsa-mir-200b-3p	26.335	3	23	N
361	hsa-mir-18a-5p	20.357	3	17	N
362	hsa-mir-142-5p	21.341	3	18	N
363	hsa-mir-487a	26.431	3	23	N
364	hsa-mir-145-5p	21.058	3	18	N
365	hsa-mir-1233-3p	25.050	3	22	N
366	hsa-mir-369-3p	25.033	3	22	N
367	hsa-mir-637	21.125	3	18	N
368	hsa-mir-202-3p	27.992	3	25	N
