* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C300FKIZ
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\113.eds
* Experiment Name = _C300FKIZ
* Experiment Run End Time = 2013-07-11 17:49:23 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
274	hsa-mir-181c-3p	27.710	3	24	N
275	hsa-let-7f-5p	24.294	3	21	N
276	hsa-mir-1225-3p	23.321	3	20	N
277	hsa-mir-301b	26.614	3	23	N
278	hsa-mir-26b-5p	20.912	3	18	N
279	hsa-mir-885-5p	24.297	3	21	N
280	hsa-mir-4286	22.386	3	19	N
281	hsa-mir-3622a-5p	24.690	3	22	N
282	hsa-mir-3185	25.416	3	22	N
283	hsa-mir-629-5p	25.181	3	22	N
284	hsa-mir-4296	24.698	3	21	N
285	hsa-mir-31-5p	27.526	3	24	N
286	hsa-mir-483-5p	25.806	3	22	N
287	hsa-mir-23a-3p	19.175	3	16	N
288	hsa-mir-301a-3p	25.505	3	22	N
289	hsa-mir-181d	26.230	3	23	N
290	hsa-mir-99a-5p	21.653	3	18	N
291	hsa-mir-330-5p	26.945	3	24	N
292	hsa-mir-335-5p	24.652	3	21	N
293	hsa-mir-4289	26.102	3	23	N
294	hsa-mir-146b-5p	23.518	3	20	N
295	hsa-mir-744-5p	23.743	3	21	N
296	hsa-mir-2355-5p	30.452	3	27	N
297	hsa-mir-16-5p	16.128	3	13	N
298	hsa-mir-490-3p	22.471	3	19	N
299	hsa-mir-34c-3p	24.888	3	22	N
300	hsa-mir-136-5p	30.726	3	28	N
301	hsa-mir-106b-5p	19.947	3	17	N
302	hsa-mir-196b-3p	28.511	3	25	N
303	hsa-mir-378a-5p	25.661	3	22	N
304	hsa-mir-145-3p	25.653	3	22	N
305	hsa-mir-320e	24.736	3	22	N
306	hsa-mir-874	27.249	3	24	N
307	hsa-mir-4274	23.169	3	20	N
308	hsa-mir-200a-3p	28.709	3	26	N
309	hsa-mir-340-3p	27.023	3	24	N
310	hsa-mir-1260b	21.801	3	19	N
311	hsa-mir-126-3p	18.325	3	15	N
312	hsa-mir-326	23.224	3	20	N
313	hsa-mir-223-3p	18.842	3	16	N
314	hsa-mir-219-1-3p	28.393	3	25	N
315	hsa-mir-25-3p	19.158	3	16	N
316	hsa-mir-210	27.200	3	24	N
317	hsa-mir-19a-3p	21.061	3	18	N
318	hsa-mir-17-3p	27.549	3	24	N
319	hsa-mir-151a-5p	21.601	3	18	N
320	hsa-mir-320a	18.472	3	15	N
321	hsa-mir-625-3p	24.881	3	22	N
322	hsa-mir-15b-3p	24.164	3	21	N
323	hsa-mir-30a-5p	21.089	3	18	N
324	hsa-mir-206	21.885	3	19	N
325	hsa-mir-4538	22.523	3	19	N
326	hsa-mir-1237-3p	26.041	3	23	N
327	hsa-mir-19b-3p	21.108	3	18	N
328	hsa-mir-142-3p	19.887	3	17	N
329	hsa-mir-30e-5p	21.368	3	18	N
330	hsa-mir-499a-5p	24.792	3	22	N
331	hsa-mir-1307-3p	25.784	3	23	N
332	hsa-mir-500a-5p	28.829	3	26	N
333	hsa-mir-204-5p	27.033	3	24	N
334	hsa-mir-20b-5p	19.749	3	17	N
335	hsa-mir-200c-3p	26.982	3	24	N
336	hsa-mir-190a	28.919	3	26	N
337	hsa-mir-193b-3p	26.281	3	23	N
338	hsa-mir-425-3p	24.720	3	22	N
339	hsa-mir-576-5p	27.172	3	24	N
340	hsa-mir-590-3p	29.372	3	26	N
341	hsa-mir-10b-5p	24.864	3	22	N
342	hsa-mir-96-5p	30.114	3	27	N
343	hsa-mir-1277-3p	30.264	3	27	N
344	hsa-mir-486-5p	15.121	3	12	N
345	hsa-mir-188-5p	24.236	3	21	N
346	hsa-mir-615-5p	28.873	3	26	N
347	hsa-mir-30a-3p	24.348	3	21	N
348	hsa-mir-378i	25.341	3	22	N
349	hsa-mir-93-5p	19.624	3	16	N
350	hsa-mir-154-5p	26.980	3	24	N
351	hsa-mir-425-5p	22.550	3	19	N
352	hsa-mir-362-3p	26.205	3	23	N
353	hsa-mir-92a-3p	16.939	3	14	N
354	hsa-mir-222-3p	21.930	3	19	N
355	hsa-mir-296-5p	27.414	3	24	N
356	hsa-mir-365a-3p	24.016	3	21	N
357	hsa-mir-551b-3p	27.582	3	24	N
358	hsa-mir-2467-3p	26.153	3	23	N
359	hsa-mir-2355-3p	28.613	3	25	N
360	hsa-mir-200b-3p	27.957	3	25	N
361	hsa-mir-18a-5p	23.059	3	20	N
362	hsa-mir-142-5p	20.436	3	17	N
363	hsa-mir-487a	28.463	3	25	N
364	hsa-mir-145-5p	23.602	3	20	N
365	hsa-mir-1233-3p	25.166	3	22	N
366	hsa-mir-369-3p	27.343	3	24	N
367	hsa-mir-637	21.543	3	18	N
368	hsa-mir-202-3p	27.775	3	25	N
369	hsa-mir-942	26.274	3	23	N
370	hsa-mir-4688	25.835	3	23	N
371	hsa-mir-197-3p	22.601	3	19	N
372	hsa-mir-126-5p	18.550	3	15	N
373	cel-mir-39	21.459	3	18	N
374	cel-mir-39	21.442	3	18	N
375	SNORD61	25.491	3	22	N
376	SNORD68	26.844	3	24	N
377	SNORD72	32.146	3	29	N
378	SNORD95	23.561	3	20	N
379	SNORD96A	26.850	3	24	N
380	RNU6-2	28.892	3	26	N
381	miRTC	17.429	3	14	N
382	miRTC	17.470	3	14	N
383	PPC	18.206	3	15	N
384	PPC	18.092	3	15	N
